ProductID;Name;ProductNumber;Color;ListPrice;SellStartDate;SellEndDate
782;Mountain-200 Black, 38;BK-M68B-38;Black;2294,99;2012-05-30 00:00:00.000;NULL
783;Mountain-200 Black, 42;BK-M68B-42;Black;2294,99;2012-05-30 00:00:00.000;NULL
784;Mountain-200 Black, 46;BK-M68B-46;Black;2294,99;2012-05-30 00:00:00.000;NULL
785;Mountain-300 Black, 38;BK-M47B-38;Black;1079,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
786;Mountain-300 Black, 40;BK-M47B-40;Black;1079,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
787;Mountain-300 Black, 44;BK-M47B-44;Black;1079,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
788;Mountain-300 Black, 48;BK-M47B-48;Black;1079,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
789;Road-250 Red, 44;BK-R89R-44;Red;2443,35;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
790;Road-250 Red, 48;BK-R89R-48;Red;2443,35;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
791;Road-250 Red, 52;BK-R89R-52;Red;2443,35;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
792;Road-250 Red, 58;BK-R89R-58;Red;2443,35;2012-05-30 00:00:00.000;NULL
793;Road-250 Black, 44;BK-R89B-44;Black;2443,35;2012-05-30 00:00:00.000;NULL
794;Road-250 Black, 48;BK-R89B-48;Black;2443,35;2012-05-30 00:00:00.000;NULL
795;Road-250 Black, 52;BK-R89B-52;Black;2443,35;2012-05-30 00:00:00.000;NULL
796;Road-250 Black, 58;BK-R89B-58;Black;2443,35;2012-05-30 00:00:00.000;NULL
797;Road-550-W Yellow, 38;BK-R64Y-38;Yellow;1120,49;2012-05-30 00:00:00.000;NULL
798;Road-550-W Yellow, 40;BK-R64Y-40;Yellow;1120,49;2012-05-30 00:00:00.000;NULL
799;Road-550-W Yellow, 42;BK-R64Y-42;Yellow;1120,49;2012-05-30 00:00:00.000;NULL
800;Road-550-W Yellow, 44;BK-R64Y-44;Yellow;1120,49;2012-05-30 00:00:00.000;NULL
801;Road-550-W Yellow, 48;BK-R64Y-48;Yellow;1120,49;2012-05-30 00:00:00.000;NULL
802;LL Fork;FK-1639;NULL;148,22;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
803;ML Fork;FK-5136;NULL;175,49;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
804;HL Fork;FK-9939;NULL;229,49;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
805;LL Headset;HS-0296;NULL;34,20;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
806;ML Headset;HS-2451;NULL;102,29;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
807;HL Headset;HS-3479;NULL;124,73;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
808;LL Mountain Handlebars;HB-M243;NULL;44,54;2012-05-30 00:00:00.000;NULL
809;ML Mountain Handlebars;HB-M763;NULL;61,92;2012-05-30 00:00:00.000;NULL
810;HL Mountain Handlebars;HB-M918;NULL;120,27;2012-05-30 00:00:00.000;NULL
811;LL Road Handlebars;HB-R504;NULL;44,54;2012-05-30 00:00:00.000;NULL
812;ML Road Handlebars;HB-R720;NULL;61,92;2012-05-30 00:00:00.000;NULL
813;HL Road Handlebars;HB-R956;NULL;120,27;2012-05-30 00:00:00.000;NULL
814;ML Mountain Frame - Black, 38;FR-M63B-38;Black;348,76;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
815;LL Mountain Front Wheel;FW-M423;Black;60,745;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
816;ML Mountain Front Wheel;FW-M762;Black;209,025;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
817;HL Mountain Front Wheel;FW-M928;Black;300,215;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
818;LL Road Front Wheel;FW-R623;Black;85,565;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
819;ML Road Front Wheel;FW-R762;Black;248,385;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
820;HL Road Front Wheel;FW-R820;Black;330,06;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
821;Touring Front Wheel;FW-T905;Black;218,01;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
822;ML Road Frame-W - Yellow, 38;FR-R72Y-38;Yellow;594,83;2012-05-30 00:00:00.000;NULL
823;LL Mountain Rear Wheel;RW-M423;Black;87,745;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
824;ML Mountain Rear Wheel;RW-M762;Black;236,025;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
825;HL Mountain Rear Wheel;RW-M928;Black;327,215;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
826;LL Road Rear Wheel;RW-R623;Black;112,565;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
827;ML Road Rear Wheel;RW-R762;Black;275,385;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
828;HL Road Rear Wheel;RW-R820;Black;357,06;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
829;Touring Rear Wheel;RW-T905;Black;245,01;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
830;ML Mountain Frame - Black, 40;FR-M63B-40;Black;348,76;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
831;ML Mountain Frame - Black, 44;FR-M63B-44;Black;348,76;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
832;ML Mountain Frame - Black, 48;FR-M63B-48;Black;348,76;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
833;ML Road Frame-W - Yellow, 40;FR-R72Y-40;Yellow;594,83;2012-05-30 00:00:00.000;NULL
834;ML Road Frame-W - Yellow, 42;FR-R72Y-42;Yellow;594,83;2012-05-30 00:00:00.000;NULL
835;ML Road Frame-W - Yellow, 44;FR-R72Y-44;Yellow;594,83;2012-05-30 00:00:00.000;NULL
836;ML Road Frame-W - Yellow, 48;FR-R72Y-48;Yellow;594,83;2012-05-30 00:00:00.000;NULL
837;HL Road Frame - Black, 62;FR-R92B-62;Black;1431,50;2012-05-30 00:00:00.000;NULL
838;HL Road Frame - Black, 44;FR-R92B-44;Black;1431,50;2012-05-30 00:00:00.000;NULL
839;HL Road Frame - Black, 48;FR-R92B-48;Black;1431,50;2012-05-30 00:00:00.000;NULL
840;HL Road Frame - Black, 52;FR-R92B-52;Black;1431,50;2012-05-30 00:00:00.000;NULL
841;Men's Sports Shorts, S;SH-M897-S;Black;59,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
842;Touring-Panniers, Large;PA-T100;Grey;125,00;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
843;Cable Lock;LO-C100;NULL;25,00;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
844;Minipump;PU-0452;NULL;19,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
845;Mountain Pump;PU-M044;NULL;24,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
846;Taillights - Battery-Powered;LT-T990;NULL;13,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
847;Headlights - Dual-Beam;LT-H902;NULL;34,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
848;Headlights - Weatherproof;LT-H903;NULL;44,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
849;Men's Sports Shorts, M;SH-M897-M;Black;59,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
850;Men's Sports Shorts, L;SH-M897-L;Black;59,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
851;Men's Sports Shorts, XL;SH-M897-X;Black;59,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
852;Women's Tights, S;TG-W091-S;Black;74,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
853;Women's Tights, M;TG-W091-M;Black;74,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
854;Women's Tights, L;TG-W091-L;Black;74,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
855;Men's Bib-Shorts, S;SB-M891-S;Multi;89,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
856;Men's Bib-Shorts, M;SB-M891-M;Multi;89,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
857;Men's Bib-Shorts, L;SB-M891-L;Multi;89,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
858;Half-Finger Gloves, S;GL-H102-S;Black;24,49;2012-05-30 00:00:00.000;NULL
859;Half-Finger Gloves, M;GL-H102-M;Black;24,49;2012-05-30 00:00:00.000;NULL
860;Half-Finger Gloves, L;GL-H102-L;Black;24,49;2012-05-30 00:00:00.000;NULL
861;Full-Finger Gloves, S;GL-F110-S;Black;37,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
862;Full-Finger Gloves, M;GL-F110-M;Black;37,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
863;Full-Finger Gloves, L;GL-F110-L;Black;37,99;2012-05-30 00:00:00.000;2013-05-29 00:00:00.000
864;Classic Vest, S;VE-C304-S;Blue;63,50;2013-05-30 00:00:00.000;NULL
865;Classic Vest, M;VE-C304-M;Blue;63,50;2013-05-30 00:00:00.000;NULL
866;Classic Vest, L;VE-C304-L;Blue;63,50;2013-05-30 00:00:00.000;NULL
867;Women's Mountain Shorts, S;SH-W890-S;Black;69,99;2013-05-30 00:00:00.000;NULL
868;Women's Mountain Shorts, M;SH-W890-M;Black;69,99;2013-05-30 00:00:00.000;NULL
869;Women's Mountain Shorts, L;SH-W890-L;Black;69,99;2013-05-30 00:00:00.000;NULL
870;Water Bottle - 30 oz.;WB-H098;NULL;4,99;2013-05-30 00:00:00.000;NULL
871;Mountain Bottle Cage;BC-M005;NULL;9,99;2013-05-30 00:00:00.000;NULL
872;Road Bottle Cage;BC-R205;NULL;8,99;2013-05-30 00:00:00.000;NULL
873;Patch Kit/8 Patches;PK-7098;NULL;2,29;2013-05-30 00:00:00.000;NULL
874;Racing Socks, M;SO-R809-M;White;8,99;2013-05-30 00:00:00.000;NULL
875;Racing Socks, L;SO-R809-L;White;8,99;2013-05-30 00:00:00.000;NULL
876;Hitch Rack - 4-Bike;RA-H123;NULL;120,00;2013-05-30 00:00:00.000;NULL
877;Bike Wash - Dissolver;CL-9009;NULL;7,95;2013-05-30 00:00:00.000;NULL
878;Fender Set - Mountain;FE-6654;NULL;21,98;2013-05-30 00:00:00.000;NULL
879;All-Purpose Bike Stand;ST-1401;NULL;159,00;2013-05-30 00:00:00.000;NULL
880;Hydration Pack - 70 oz.;HY-1023-70;Silver;54,99;2013-05-30 00:00:00.000;NULL
881;Short-Sleeve Classic Jersey, S;SJ-0194-S;Yellow;53,99;2013-05-30 00:00:00.000;NULL
882;Short-Sleeve Classic Jersey, M;SJ-0194-M;Yellow;53,99;2013-05-30 00:00:00.000;NULL
883;Short-Sleeve Classic Jersey, L;SJ-0194-L;Yellow;53,99;2013-05-30 00:00:00.000;NULL
884;Short-Sleeve Classic Jersey, XL;SJ-0194-X;Yellow;53,99;2013-05-30 00:00:00.000;NULL
885;HL Touring Frame - Yellow, 60;FR-T98Y-60;Yellow;1003,91;2013-05-30 00:00:00.000;NULL
886;LL Touring Frame - Yellow, 62;FR-T67Y-62;Yellow;333,42;2013-05-30 00:00:00.000;NULL
887;HL Touring Frame - Yellow, 46;FR-T98Y-46;Yellow;1003,91;2013-05-30 00:00:00.000;NULL
888;HL Touring Frame - Yellow, 50;FR-T98Y-50;Yellow;1003,91;2013-05-30 00:00:00.000;NULL
889;HL Touring Frame - Yellow, 54;FR-T98Y-54;Yellow;1003,91;2013-05-30 00:00:00.000;NULL
890;HL Touring Frame - Blue, 46;FR-T98U-46;Blue;1003,91;2013-05-30 00:00:00.000;NULL
891;HL Touring Frame - Blue, 50;FR-T98U-50;Blue;1003,91;2013-05-30 00:00:00.000;NULL
892;HL Touring Frame - Blue, 54;FR-T98U-54;Blue;1003,91;2013-05-30 00:00:00.000;NULL
893;HL Touring Frame - Blue, 60;FR-T98U-60;Blue;1003,91;2013-05-30 00:00:00.000;NULL
894;Rear Derailleur;RD-2308;Silver;121,46;2013-05-30 00:00:00.000;NULL
895;LL Touring Frame - Blue, 50;FR-T67U-50;Blue;333,42;2013-05-30 00:00:00.000;NULL
896;LL Touring Frame - Blue, 54;FR-T67U-54;Blue;333,42;2013-05-30 00:00:00.000;NULL
897;LL Touring Frame - Blue, 58;FR-T67U-58;Blue;333,42;2013-05-30 00:00:00.000;NULL
898;LL Touring Frame - Blue, 62;FR-T67U-62;Blue;333,42;2013-05-30 00:00:00.000;NULL
899;LL Touring Frame - Yellow, 44;FR-T67Y-44;Yellow;333,42;2013-05-30 00:00:00.000;NULL
900;LL Touring Frame - Yellow, 50;FR-T67Y-50;Yellow;333,42;2013-05-30 00:00:00.000;NULL
901;LL Touring Frame - Yellow, 54;FR-T67Y-54;Yellow;333,42;2013-05-30 00:00:00.000;NULL
902;LL Touring Frame - Yellow, 58;FR-T67Y-58;Yellow;333,42;2013-05-30 00:00:00.000;NULL
903;LL Touring Frame - Blue, 44;FR-T67U-44;Blue;333,42;2013-05-30 00:00:00.000;NULL
904;ML Mountain Frame-W - Silver, 40;FR-M63S-40;Silver;364,09;2013-05-30 00:00:00.000;NULL
905;ML Mountain Frame-W - Silver, 42;FR-M63S-42;Silver;364,09;2013-05-30 00:00:00.000;NULL
906;ML Mountain Frame-W - Silver, 46;FR-M63S-46;Silver;364,09;2013-05-30 00:00:00.000;NULL
907;Rear Brakes;RB-9231;Silver;106,50;2013-05-30 00:00:00.000;NULL
908;LL Mountain Seat/Saddle;SE-M236;NULL;27,12;2013-05-30 00:00:00.000;NULL
909;ML Mountain Seat/Saddle;SE-M798;NULL;39,14;2013-05-30 00:00:00.000;NULL
910;HL Mountain Seat/Saddle;SE-M940;NULL;52,64;2013-05-30 00:00:00.000;NULL
911;LL Road Seat/Saddle;SE-R581;NULL;27,12;2013-05-30 00:00:00.000;NULL
912;ML Road Seat/Saddle;SE-R908;NULL;39,14;2013-05-30 00:00:00.000;NULL
913;HL Road Seat/Saddle;SE-R995;NULL;52,64;2013-05-30 00:00:00.000;NULL
914;LL Touring Seat/Saddle;SE-T312;NULL;27,12;2013-05-30 00:00:00.000;NULL
915;ML Touring Seat/Saddle;SE-T762;NULL;39,14;2013-05-30 00:00:00.000;NULL
916;HL Touring Seat/Saddle;SE-T924;NULL;52,64;2013-05-30 00:00:00.000;NULL
917;LL Mountain Frame - Silver, 42;FR-M21S-42;Silver;264,05;2013-05-30 00:00:00.000;NULL
918;LL Mountain Frame - Silver, 44;FR-M21S-44;Silver;264,05;2013-05-30 00:00:00.000;NULL
919;LL Mountain Frame - Silver, 48;FR-M21S-48;Silver;264,05;2013-05-30 00:00:00.000;NULL
920;LL Mountain Frame - Silver, 52;FR-M21S-52;Silver;264,05;2013-05-30 00:00:00.000;NULL
921;Mountain Tire Tube;TT-M928;NULL;4,99;2013-05-30 00:00:00.000;NULL
922;Road Tire Tube;TT-R982;NULL;3,99;2013-05-30 00:00:00.000;NULL
923;Touring Tire Tube;TT-T092;NULL;4,99;2013-05-30 00:00:00.000;NULL
924;LL Mountain Frame - Black, 42;FR-M21B-42;Black;249,79;2013-05-30 00:00:00.000;NULL
925;LL Mountain Frame - Black, 44;FR-M21B-44;Black;249,79;2013-05-30 00:00:00.000;NULL
926;LL Mountain Frame - Black, 48;FR-M21B-48;Black;249,79;2013-05-30 00:00:00.000;NULL
927;LL Mountain Frame - Black, 52;FR-M21B-52;Black;249,79;2013-05-30 00:00:00.000;NULL
928;LL Mountain Tire;TI-M267;NULL;24,99;2013-05-30 00:00:00.000;NULL
929;ML Mountain Tire;TI-M602;NULL;29,99;2013-05-30 00:00:00.000;NULL
930;HL Mountain Tire;TI-M823;NULL;35,00;2013-05-30 00:00:00.000;NULL
931;LL Road Tire;TI-R092;NULL;21,49;2013-05-30 00:00:00.000;NULL
932;ML Road Tire;TI-R628;NULL;24,99;2013-05-30 00:00:00.000;NULL
933;HL Road Tire;TI-R982;NULL;32,60;2013-05-30 00:00:00.000;NULL
934;Touring Tire;TI-T723;NULL;28,99;2013-05-30 00:00:00.000;NULL
935;LL Mountain Pedal;PD-M282;Silver/Black;40,49;2013-05-30 00:00:00.000;NULL
936;ML Mountain Pedal;PD-M340;Silver/Black;62,09;2013-05-30 00:00:00.000;NULL
937;HL Mountain Pedal;PD-M562;Silver/Black;80,99;2013-05-30 00:00:00.000;NULL
938;LL Road Pedal;PD-R347;Silver/Black;40,49;2013-05-30 00:00:00.000;NULL
939;ML Road Pedal;PD-R563;Silver/Black;62,09;2013-05-30 00:00:00.000;NULL
940;HL Road Pedal;PD-R853;Silver/Black;80,99;2013-05-30 00:00:00.000;NULL
941;Touring Pedal;PD-T852;Silver/Black;80,99;2013-05-30 00:00:00.000;NULL
942;ML Mountain Frame-W - Silver, 38;FR-M63S-38;Silver;364,09;2013-05-30 00:00:00.000;NULL
943;LL Mountain Frame - Black, 40;FR-M21B-40;Black;249,79;2013-05-30 00:00:00.000;NULL
944;LL Mountain Frame - Silver, 40;FR-M21S-40;Silver;264,05;2013-05-30 00:00:00.000;NULL
945;Front Derailleur;FD-2342;Silver;91,49;2013-05-30 00:00:00.000;NULL
946;LL Touring Handlebars;HB-T721;NULL;46,09;2013-05-30 00:00:00.000;NULL
947;HL Touring Handlebars;HB-T928;NULL;91,57;2013-05-30 00:00:00.000;NULL
948;Front Brakes;FB-9873;Silver;106,50;2013-05-30 00:00:00.000;NULL
949;LL Crankset;CS-4759;Black;175,49;2013-05-30 00:00:00.000;NULL
950;ML Crankset;CS-6583;Black;256,49;2013-05-30 00:00:00.000;NULL
951;HL Crankset;CS-9183;Black;404,99;2013-05-30 00:00:00.000;NULL
952;Chain;CH-0234;Silver;20,24;2013-05-30 00:00:00.000;NULL
953;Touring-2000 Blue, 60;BK-T44U-60;Blue;1214,85;2013-05-30 00:00:00.000;NULL
954;Touring-1000 Yellow, 46;BK-T79Y-46;Yellow;2384,07;2013-05-30 00:00:00.000;NULL
955;Touring-1000 Yellow, 50;BK-T79Y-50;Yellow;2384,07;2013-05-30 00:00:00.000;NULL
956;Touring-1000 Yellow, 54;BK-T79Y-54;Yellow;2384,07;2013-05-30 00:00:00.000;NULL
957;Touring-1000 Yellow, 60;BK-T79Y-60;Yellow;2384,07;2013-05-30 00:00:00.000;NULL
958;Touring-3000 Blue, 54;BK-T18U-54;Blue;742,35;2013-05-30 00:00:00.000;NULL
959;Touring-3000 Blue, 58;BK-T18U-58;Blue;742,35;2013-05-30 00:00:00.000;NULL
960;Touring-3000 Blue, 62;BK-T18U-62;Blue;742,35;2013-05-30 00:00:00.000;NULL
961;Touring-3000 Yellow, 44;BK-T18Y-44;Yellow;742,35;2013-05-30 00:00:00.000;NULL
962;Touring-3000 Yellow, 50;BK-T18Y-50;Yellow;742,35;2013-05-30 00:00:00.000;NULL
963;Touring-3000 Yellow, 54;BK-T18Y-54;Yellow;742,35;2013-05-30 00:00:00.000;NULL
964;Touring-3000 Yellow, 58;BK-T18Y-58;Yellow;742,35;2013-05-30 00:00:00.000;NULL
965;Touring-3000 Yellow, 62;BK-T18Y-62;Yellow;742,35;2013-05-30 00:00:00.000;NULL
966;Touring-1000 Blue, 46;BK-T79U-46;Blue;2384,07;2013-05-30 00:00:00.000;NULL
967;Touring-1000 Blue, 50;BK-T79U-50;Blue;2384,07;2013-05-30 00:00:00.000;NULL
968;Touring-1000 Blue, 54;BK-T79U-54;Blue;2384,07;2013-05-30 00:00:00.000;NULL
969;Touring-1000 Blue, 60;BK-T79U-60;Blue;2384,07;2013-05-30 00:00:00.000;NULL
970;Touring-2000 Blue, 46;BK-T44U-46;Blue;1214,85;2013-05-30 00:00:00.000;NULL
971;Touring-2000 Blue, 50;BK-T44U-50;Blue;1214,85;2013-05-30 00:00:00.000;NULL
972;Touring-2000 Blue, 54;BK-T44U-54;Blue;1214,85;2013-05-30 00:00:00.000;NULL
973;Road-350-W Yellow, 40;BK-R79Y-40;Yellow;1700,99;2013-05-30 00:00:00.000;NULL
974;Road-350-W Yellow, 42;BK-R79Y-42;Yellow;1700,99;2013-05-30 00:00:00.000;NULL
975;Road-350-W Yellow, 44;BK-R79Y-44;Yellow;1700,99;2013-05-30 00:00:00.000;NULL
976;Road-350-W Yellow, 48;BK-R79Y-48;Yellow;1700,99;2013-05-30 00:00:00.000;NULL
977;Road-750 Black, 58;BK-R19B-58;Black;539,99;2013-05-30 00:00:00.000;NULL
978;Touring-3000 Blue, 44;BK-T18U-44;Blue;742,35;2013-05-30 00:00:00.000;NULL
979;Touring-3000 Blue, 50;BK-T18U-50;Blue;742,35;2013-05-30 00:00:00.000;NULL
980;Mountain-400-W Silver, 38;BK-M38S-38;Silver;769,49;2013-05-30 00:00:00.000;NULL
981;Mountain-400-W Silver, 40;BK-M38S-40;Silver;769,49;2013-05-30 00:00:00.000;NULL
982;Mountain-400-W Silver, 42;BK-M38S-42;Silver;769,49;2013-05-30 00:00:00.000;NULL
983;Mountain-400-W Silver, 46;BK-M38S-46;Silver;769,49;2013-05-30 00:00:00.000;NULL
984;Mountain-500 Silver, 40;BK-M18S-40;Silver;564,99;2013-05-30 00:00:00.000;NULL
985;Mountain-500 Silver, 42;BK-M18S-42;Silver;564,99;2013-05-30 00:00:00.000;NULL
986;Mountain-500 Silver, 44;BK-M18S-44;Silver;564,99;2013-05-30 00:00:00.000;NULL
987;Mountain-500 Silver, 48;BK-M18S-48;Silver;564,99;2013-05-30 00:00:00.000;NULL
988;Mountain-500 Silver, 52;BK-M18S-52;Silver;564,99;2013-05-30 00:00:00.000;NULL
989;Mountain-500 Black, 40;BK-M18B-40;Black;539,99;2013-05-30 00:00:00.000;NULL
990;Mountain-500 Black, 42;BK-M18B-42;Black;539,99;2013-05-30 00:00:00.000;NULL
991;Mountain-500 Black, 44;BK-M18B-44;Black;539,99;2013-05-30 00:00:00.000;NULL
992;Mountain-500 Black, 48;BK-M18B-48;Black;539,99;2013-05-30 00:00:00.000;NULL
993;Mountain-500 Black, 52;BK-M18B-52;Black;539,99;2013-05-30 00:00:00.000;NULL
994;LL Bottom Bracket;BB-7421;NULL;53,99;2013-05-30 00:00:00.000;NULL
995;ML Bottom Bracket;BB-8107;NULL;101,24;2013-05-30 00:00:00.000;NULL
996;HL Bottom Bracket;BB-9108;NULL;121,49;2013-05-30 00:00:00.000;NULL
997;Road-750 Black, 44;BK-R19B-44;Black;539,99;2013-05-30 00:00:00.000;NULL
998;Road-750 Black, 48;BK-R19B-48;Black;539,99;2013-05-30 00:00:00.000;NULL
999;Road-750 Black, 52;BK-R19B-52;Black;539,99;2013-05-30 00:00:00.000;NULL
