CurrencyRateID;CurrencyRateDate;FromCurrencyCode;ToCurrencyCode;RateVal
1894;2011-10-23 00:00:00.000;USD;GBP;0,6329
1895;2011-10-23 00:00:00.000;USD;JPY;105,455
1896;2011-10-23 00:00:00.000;USD;MXN;9,287
1897;2011-10-23 00:00:00.000;USD;SAR;3,7425
1898;2011-10-23 00:00:00.000;USD;VEB;671,25
1899;2011-10-24 00:00:00.000;USD;ARS;1,0004
1900;2011-10-24 00:00:00.000;USD;AUD;1,6686
1901;2011-10-24 00:00:00.000;USD;BRL;1,749
1902;2011-10-24 00:00:00.000;USD;CAD;1,4617
1903;2011-10-24 00:00:00.000;USD;CNY;8,281
1904;2011-10-24 00:00:00.000;USD;DEM;2,0499
1905;2011-10-24 00:00:00.000;USD;EUR;1,0487
1906;2011-10-24 00:00:00.000;USD;FRF;6,8739
1907;2011-10-24 00:00:00.000;USD;GBP;0,6342
1908;2011-10-24 00:00:00.000;USD;JPY;105,444
1909;2011-10-24 00:00:00.000;USD;MXN;9,297
1910;2011-10-24 00:00:00.000;USD;SAR;3,7555
1911;2011-10-24 00:00:00.000;USD;VEB;671,32
1912;2011-10-25 00:00:00.000;USD;ARS;0,9995
1913;2011-10-25 00:00:00.000;USD;AUD;1,6677
1914;2011-10-25 00:00:00.000;USD;BRL;1,735
1915;2011-10-25 00:00:00.000;USD;CAD;1,4488
1916;2011-10-25 00:00:00.000;USD;CNY;8,28
1917;2011-10-25 00:00:00.000;USD;DEM;2,047
1918;2011-10-25 00:00:00.000;USD;EUR;1,0465
1919;2011-10-25 00:00:00.000;USD;FRF;6,8667
1920;2011-10-25 00:00:00.000;USD;GBP;0,6331
1921;2011-10-25 00:00:00.000;USD;JPY;105,38
1922;2011-10-25 00:00:00.000;USD;MXN;9,284
1923;2011-10-25 00:00:00.000;USD;SAR;3,7477
1924;2011-10-25 00:00:00.000;USD;VEB;671,21
1925;2011-10-26 00:00:00.000;USD;ARS;1,0005
1926;2011-10-26 00:00:00.000;USD;AUD;1,6736
1927;2011-10-26 00:00:00.000;USD;BRL;1,746
1928;2011-10-26 00:00:00.000;USD;CAD;1,4717
1929;2011-10-26 00:00:00.000;USD;CNY;8,2814
1930;2011-10-26 00:00:00.000;USD;DEM;2,0337
1931;2011-10-26 00:00:00.000;USD;EUR;1,0401
1932;2011-10-26 00:00:00.000;USD;FRF;6,8186
1933;2011-10-26 00:00:00.000;USD;GBP;0,6316
1934;2011-10-26 00:00:00.000;USD;JPY;106,488
1935;2011-10-26 00:00:00.000;USD;MXN;9,3439
1936;2011-10-26 00:00:00.000;USD;SAR;3,7534
1937;2011-10-26 00:00:00.000;USD;VEB;671,7999
1938;2011-10-27 00:00:00.000;USD;ARS;0,9993
1939;2011-10-27 00:00:00.000;USD;AUD;1,6773
1940;2011-10-27 00:00:00.000;USD;BRL;1,744
1941;2011-10-27 00:00:00.000;USD;CAD;1,4564
1942;2011-10-27 00:00:00.000;USD;CNY;8,2795
1943;2011-10-27 00:00:00.000;USD;DEM;2,039
1944;2011-10-27 00:00:00.000;USD;EUR;1,0421
1945;2011-10-27 00:00:00.000;USD;FRF;6,8404
1946;2011-10-27 00:00:00.000;USD;GBP;0,6303
1947;2011-10-27 00:00:00.000;USD;JPY;107,023
1948;2011-10-27 00:00:00.000;USD;MXN;9,387
1949;2011-10-27 00:00:00.000;USD;SAR;3,7484
1950;2011-10-27 00:00:00.000;USD;VEB;671,71
1951;2011-10-28 00:00:00.000;USD;ARS;1,0002
1952;2011-10-28 00:00:00.000;USD;AUD;1,6773
1953;2011-10-28 00:00:00.000;USD;BRL;1,762
1954;2011-10-28 00:00:00.000;USD;CAD;1,4721
1955;2011-10-28 00:00:00.000;USD;CNY;8,2806
1956;2011-10-28 00:00:00.000;USD;DEM;2,0419
1957;2011-10-28 00:00:00.000;USD;EUR;1,0444
1958;2011-10-28 00:00:00.000;USD;FRF;6,8482
1959;2011-10-28 00:00:00.000;USD;GBP;0,63
1960;2011-10-28 00:00:00.000;USD;JPY;105,858
1961;2011-10-28 00:00:00.000;USD;MXN;9,425
1962;2011-10-28 00:00:00.000;USD;SAR;3,7561
1963;2011-10-28 00:00:00.000;USD;VEB;672,84
1964;2011-10-29 00:00:00.000;USD;ARS;0,9995
1965;2011-10-29 00:00:00.000;USD;AUD;1,6762
1966;2011-10-29 00:00:00.000;USD;BRL;1,7549
1967;2011-10-29 00:00:00.000;USD;CAD;1,471
1968;2011-10-29 00:00:00.000;USD;CNY;8,2797
1969;2011-10-29 00:00:00.000;USD;DEM;2,0484
1970;2011-10-29 00:00:00.000;USD;EUR;1,0469
1971;2011-10-29 00:00:00.000;USD;FRF;6,8723
1972;2011-10-29 00:00:00.000;USD;GBP;0,6291
1973;2011-10-29 00:00:00.000;USD;JPY;105,767
1974;2011-10-29 00:00:00.000;USD;MXN;9,4329
1975;2011-10-29 00:00:00.000;USD;SAR;3,7422
1976;2011-10-29 00:00:00.000;USD;VEB;673,0099
1977;2011-10-30 00:00:00.000;USD;ARS;0,9996
1978;2011-10-30 00:00:00.000;USD;AUD;1,6749
1979;2011-10-30 00:00:00.000;USD;BRL;1,788
1980;2011-10-30 00:00:00.000;USD;CAD;1,4857
1981;2011-10-30 00:00:00.000;USD;CNY;8,2803
1982;2011-10-30 00:00:00.000;USD;DEM;2,0364
1983;2011-10-30 00:00:00.000;USD;EUR;1,0418
1984;2011-10-30 00:00:00.000;USD;FRF;6,83
1985;2011-10-30 00:00:00.000;USD;GBP;0,63
1986;2011-10-30 00:00:00.000;USD;JPY;104,8559
1987;2011-10-30 00:00:00.000;USD;MXN;9,521
1988;2011-10-30 00:00:00.000;USD;SAR;3,7566
1989;2011-10-30 00:00:00.000;USD;VEB;672,7699
1990;2011-10-31 00:00:00.000;USD;ARS;0,999
1991;2011-10-31 00:00:00.000;USD;AUD;1,6755
1992;2011-10-31 00:00:00.000;USD;BRL;1,784
1993;2011-10-31 00:00:00.000;USD;CAD;1,469
1994;2011-10-31 00:00:00.000;USD;CNY;8,2797
1995;2011-10-31 00:00:00.000;USD;DEM;2,0352
1996;2011-10-31 00:00:00.000;USD;EUR;1,0403
1997;2011-10-31 00:00:00.000;USD;FRF;6,8255
1998;2011-10-31 00:00:00.000;USD;GBP;0,6293
1999;2011-10-31 00:00:00.000;USD;JPY;105,03
2000;2011-10-31 00:00:00.000;USD;MXN;9,5109
2001;2011-10-31 00:00:00.000;USD;SAR;3,7458
2002;2011-10-31 00:00:00.000;USD;VEB;672,74
2003;2011-11-01 00:00:00.000;USD;ARS;0,9996
2004;2011-11-01 00:00:00.000;USD;AUD;1,6724
2005;2011-11-01 00:00:00.000;USD;BRL;1,7889
2006;2011-11-01 00:00:00.000;USD;CAD;1,4821
2007;2011-11-01 00:00:00.000;USD;CNY;8,2807
2008;2011-11-01 00:00:00.000;USD;DEM;2,0352
2009;2011-11-01 00:00:00.000;USD;EUR;1,041
2010;2011-11-01 00:00:00.000;USD;FRF;6,8243
2011;2011-11-01 00:00:00.000;USD;GBP;0,631
2012;2011-11-01 00:00:00.000;USD;JPY;104,575
2013;2011-11-01 00:00:00.000;USD;MXN;9,525
2014;2011-11-01 00:00:00.000;USD;SAR;3,7581
2015;2011-11-01 00:00:00.000;USD;VEB;672,83
2016;2011-11-02 00:00:00.000;USD;ARS;0,9995
2017;2011-11-02 00:00:00.000;USD;AUD;1,6924
2018;2011-11-02 00:00:00.000;USD;BRL;1,784
2019;2011-11-02 00:00:00.000;USD;CAD;1,4813
2020;2011-11-02 00:00:00.000;USD;CNY;8,28
2021;2011-11-02 00:00:00.000;USD;DEM;2,0533
2022;2011-11-02 00:00:00.000;USD;EUR;1,0496
2023;2011-11-02 00:00:00.000;USD;FRF;6,8879
2024;2011-11-02 00:00:00.000;USD;GBP;0,6324
2025;2011-11-02 00:00:00.000;USD;JPY;104,404
2026;2011-11-02 00:00:00.000;USD;MXN;9,4299
2027;2011-11-02 00:00:00.000;USD;SAR;3,75
2028;2011-11-02 00:00:00.000;USD;VEB;672,4299
2029;2011-11-03 00:00:00.000;USD;ARS;1,0001
2030;2011-11-03 00:00:00.000;USD;AUD;1,6813
2031;2011-11-03 00:00:00.000;USD;BRL;1,7689
2032;2011-11-03 00:00:00.000;USD;CAD;1,4818
2033;2011-11-03 00:00:00.000;USD;CNY;8,2806
2034;2011-11-03 00:00:00.000;USD;DEM;2,0667
2035;2011-11-03 00:00:00.000;USD;EUR;1,0571
2036;2011-11-03 00:00:00.000;USD;FRF;6,929
2037;2011-11-03 00:00:00.000;USD;GBP;0,6343
2038;2011-11-03 00:00:00.000;USD;JPY;104,81
2039;2011-11-03 00:00:00.000;USD;MXN;9,41
2040;2011-11-03 00:00:00.000;USD;SAR;3,7602
2041;2011-11-03 00:00:00.000;USD;VEB;672,8099
2042;2011-11-04 00:00:00.000;USD;ARS;0,999
2043;2011-11-04 00:00:00.000;USD;AUD;1,6797
2044;2011-11-04 00:00:00.000;USD;BRL;1,7689
2045;2011-11-04 00:00:00.000;USD;CAD;1,4733
2046;2011-11-04 00:00:00.000;USD;CNY;8,2796
2047;2011-11-04 00:00:00.000;USD;DEM;2,0785
2048;2011-11-04 00:00:00.000;USD;EUR;1,0625
2049;2011-11-04 00:00:00.000;USD;FRF;6,9728
2050;2011-11-04 00:00:00.000;USD;GBP;0,6321
2051;2011-11-04 00:00:00.000;USD;JPY;104,802
2052;2011-11-04 00:00:00.000;USD;MXN;9,4309
2053;2011-11-04 00:00:00.000;USD;SAR;3,7418
2054;2011-11-04 00:00:00.000;USD;VEB;672,72
2055;2011-11-05 00:00:00.000;USD;ARS;0,9995
2056;2011-11-05 00:00:00.000;USD;AUD;1,6904
2057;2011-11-05 00:00:00.000;USD;BRL;1,788
2058;2011-11-05 00:00:00.000;USD;CAD;1,4843
2059;2011-11-05 00:00:00.000;USD;CNY;8,2802
2060;2011-11-05 00:00:00.000;USD;DEM;2,085
2061;2011-11-05 00:00:00.000;USD;EUR;1,0661
2062;2011-11-05 00:00:00.000;USD;FRF;6,9909
2063;2011-11-05 00:00:00.000;USD;GBP;0,6339
2064;2011-11-05 00:00:00.000;USD;JPY;105,806
2065;2011-11-05 00:00:00.000;USD;MXN;9,397
2066;2011-11-05 00:00:00.000;USD;SAR;3,7524
2067;2011-11-05 00:00:00.000;USD;VEB;672,83
2068;2011-11-06 00:00:00.000;USD;ARS;0,9985
2069;2011-11-06 00:00:00.000;USD;AUD;1,6875
2070;2011-11-06 00:00:00.000;USD;BRL;1,77
2071;2011-11-06 00:00:00.000;USD;CAD;1,4709
2072;2011-11-06 00:00:00.000;USD;CNY;8,2791
2073;2011-11-06 00:00:00.000;USD;DEM;2,0842
2074;2011-11-06 00:00:00.000;USD;EUR;1,0652
2075;2011-11-06 00:00:00.000;USD;FRF;6,9912
2076;2011-11-06 00:00:00.000;USD;GBP;0,6338
2077;2011-11-06 00:00:00.000;USD;JPY;105,799
2078;2011-11-06 00:00:00.000;USD;MXN;9,409
2079;2011-11-06 00:00:00.000;USD;SAR;3,7505
2080;2011-11-06 00:00:00.000;USD;VEB;672,70
2081;2011-11-07 00:00:00.000;USD;ARS;1,0003
2082;2011-11-07 00:00:00.000;USD;AUD;1,6872
2083;2011-11-07 00:00:00.000;USD;BRL;1,7929
2084;2011-11-07 00:00:00.000;USD;CAD;1,4751
2085;2011-11-07 00:00:00.000;USD;CNY;8,2802
2086;2011-11-07 00:00:00.000;USD;DEM;2,0832
2087;2011-11-07 00:00:00.000;USD;EUR;1,0656
2088;2011-11-07 00:00:00.000;USD;FRF;6,9859
2089;2011-11-07 00:00:00.000;USD;GBP;0,634
2090;2011-11-07 00:00:00.000;USD;JPY;105,769
2091;2011-11-07 00:00:00.000;USD;MXN;9,432
2092;2011-11-07 00:00:00.000;USD;SAR;3,7545
2093;2011-11-07 00:00:00.000;USD;VEB;672,95
2094;2011-11-08 00:00:00.000;USD;ARS;0,9992
2095;2011-11-08 00:00:00.000;USD;AUD;1,6842
2096;2011-11-08 00:00:00.000;USD;BRL;1,782
2097;2011-11-08 00:00:00.000;USD;CAD;1,4748
2098;2011-11-08 00:00:00.000;USD;CNY;8,2783
2099;2011-11-08 00:00:00.000;USD;DEM;2,0794
2100;2011-11-08 00:00:00.000;USD;EUR;1,0632
2101;2011-11-08 00:00:00.000;USD;FRF;6,9772
2102;2011-11-08 00:00:00.000;USD;GBP;0,6326
2103;2011-11-08 00:00:00.000;USD;JPY;105,408
2104;2011-11-08 00:00:00.000;USD;MXN;9,4399
2105;2011-11-08 00:00:00.000;USD;SAR;3,745
2106;2011-11-08 00:00:00.000;USD;VEB;673,0499
2107;2011-11-09 00:00:00.000;USD;ARS;1,0006
2108;2011-11-09 00:00:00.000;USD;AUD;1,6827
2109;2011-11-09 00:00:00.000;USD;BRL;1,7949
2110;2011-11-09 00:00:00.000;USD;CAD;1,4778
2111;2011-11-09 00:00:00.000;USD;CNY;8,2803
2112;2011-11-09 00:00:00.000;USD;DEM;2,0853
2113;2011-11-09 00:00:00.000;USD;EUR;1,066
2114;2011-11-09 00:00:00.000;USD;FRF;6,9919
2115;2011-11-09 00:00:00.000;USD;GBP;0,6341
2116;2011-11-09 00:00:00.000;USD;JPY;105,84
2117;2011-11-09 00:00:00.000;USD;MXN;9,444
2118;2011-11-09 00:00:00.000;USD;SAR;3,7572
2119;2011-11-09 00:00:00.000;USD;VEB;673,5599
2120;2011-11-10 00:00:00.000;USD;ARS;0,999
2121;2011-11-10 00:00:00.000;USD;AUD;1,6839
2122;2011-11-10 00:00:00.000;USD;BRL;1,784
2123;2011-11-10 00:00:00.000;USD;CAD;1,461
2124;2011-11-10 00:00:00.000;USD;CNY;8,2789
2125;2011-11-10 00:00:00.000;USD;DEM;2,1232
2126;2011-11-10 00:00:00.000;USD;EUR;1,0854
2127;2011-11-10 00:00:00.000;USD;FRF;7,1238
2128;2011-11-10 00:00:00.000;USD;GBP;0,6321
2129;2011-11-10 00:00:00.000;USD;JPY;105,936
2130;2011-11-10 00:00:00.000;USD;MXN;9,406
2131;2011-11-10 00:00:00.000;USD;SAR;3,7456
2132;2011-11-10 00:00:00.000;USD;VEB;674,21
2133;2011-11-11 00:00:00.000;USD;ARS;1,0001
2134;2011-11-11 00:00:00.000;USD;AUD;1,7028
2135;2011-11-11 00:00:00.000;USD;BRL;1,8069
2136;2011-11-11 00:00:00.000;USD;CAD;1,4782
2137;2011-11-11 00:00:00.000;USD;CNY;8,2806
2138;2011-11-11 00:00:00.000;USD;DEM;2,1181
2139;2011-11-11 00:00:00.000;USD;EUR;1,0833
2140;2011-11-11 00:00:00.000;USD;FRF;7,1033
2141;2011-11-11 00:00:00.000;USD;GBP;0,6352
2142;2011-11-11 00:00:00.000;USD;JPY;106,374
2143;2011-11-11 00:00:00.000;USD;MXN;9,4239
2144;2011-11-11 00:00:00.000;USD;SAR;3,7563
2145;2011-11-11 00:00:00.000;USD;VEB;675,08
2146;2011-11-12 00:00:00.000;USD;ARS;0,999
2147;2011-11-12 00:00:00.000;USD;AUD;1,6998
2148;2011-11-12 00:00:00.000;USD;BRL;1,798
2149;2011-11-12 00:00:00.000;USD;CAD;1,4685
2150;2011-11-12 00:00:00.000;USD;CNY;8,2799
2151;2011-11-12 00:00:00.000;USD;DEM;2,1499
2152;2011-11-12 00:00:00.000;USD;EUR;1,099
2153;2011-11-12 00:00:00.000;USD;FRF;7,2131
2154;2011-11-12 00:00:00.000;USD;GBP;0,6352
2155;2011-11-12 00:00:00.000;USD;JPY;106,374
2156;2011-11-12 00:00:00.000;USD;MXN;9,428
2157;2011-11-12 00:00:00.000;USD;SAR;3,7482
2158;2011-11-12 00:00:00.000;USD;VEB;675,6799
2159;2011-11-13 00:00:00.000;USD;ARS;0,9998
2160;2011-11-13 00:00:00.000;USD;AUD;1,7154
2161;2011-11-13 00:00:00.000;USD;BRL;1,81
2162;2011-11-13 00:00:00.000;USD;CAD;1,4906
2163;2011-11-13 00:00:00.000;USD;CNY;8,2811
2164;2011-11-13 00:00:00.000;USD;DEM;2,1474
2165;2011-11-13 00:00:00.000;USD;EUR;1,0984
2166;2011-11-13 00:00:00.000;USD;FRF;7,20
2167;2011-11-13 00:00:00.000;USD;GBP;0,6452
2168;2011-11-13 00:00:00.000;USD;JPY;108,232
2169;2011-11-13 00:00:00.000;USD;MXN;9,4049
2170;2011-11-13 00:00:00.000;USD;SAR;3,7578
2171;2011-11-13 00:00:00.000;USD;VEB;675,7999
2172;2011-11-14 00:00:00.000;USD;ARS;0,9989
2173;2011-11-14 00:00:00.000;USD;AUD;1,7142
2174;2011-11-14 00:00:00.000;USD;BRL;1,806
2175;2011-11-14 00:00:00.000;USD;CAD;1,4765
2176;2011-11-14 00:00:00.000;USD;CNY;8,2796
2177;2011-11-14 00:00:00.000;USD;DEM;2,1446
2178;2011-11-14 00:00:00.000;USD;EUR;1,0964
2179;2011-11-14 00:00:00.000;USD;FRF;7,1947
2180;2011-11-14 00:00:00.000;USD;GBP;0,6443
2181;2011-11-14 00:00:00.000;USD;JPY;108,164
2182;2011-11-14 00:00:00.000;USD;MXN;9,391
2183;2011-11-14 00:00:00.000;USD;SAR;3,7425
2184;2011-11-14 00:00:00.000;USD;VEB;675,6799
2185;2011-11-15 00:00:00.000;USD;ARS;1,0001
2186;2011-11-15 00:00:00.000;USD;AUD;1,7098
2187;2011-11-15 00:00:00.000;USD;BRL;1,814
2188;2011-11-15 00:00:00.000;USD;CAD;1,4896
2189;2011-11-15 00:00:00.000;USD;CNY;8,2807
2190;2011-11-15 00:00:00.000;USD;DEM;2,1465
2191;2011-11-15 00:00:00.000;USD;EUR;1,098
2192;2011-11-15 00:00:00.000;USD;FRF;7,1997
2193;2011-11-15 00:00:00.000;USD;GBP;0,6452
2194;2011-11-15 00:00:00.000;USD;JPY;107,986
2195;2011-11-15 00:00:00.000;USD;MXN;9,406
2196;2011-11-15 00:00:00.000;USD;SAR;3,7517
2197;2011-11-15 00:00:00.000;USD;VEB;675,7899
2198;2011-11-16 00:00:00.000;USD;ARS;0,9987
2199;2011-11-16 00:00:00.000;USD;AUD;1,7148
2200;2011-11-16 00:00:00.000;USD;BRL;1,8049
2201;2011-11-16 00:00:00.000;USD;CAD;1,4733
2202;2011-11-16 00:00:00.000;USD;CNY;8,2797
2203;2011-11-16 00:00:00.000;USD;DEM;2,1358
2204;2011-11-16 00:00:00.000;USD;EUR;1,0914
2205;2011-11-16 00:00:00.000;USD;FRF;7,1638
2206;2011-11-16 00:00:00.000;USD;GBP;0,6433
2207;2011-11-16 00:00:00.000;USD;JPY;108,8259
2208;2011-11-16 00:00:00.000;USD;MXN;9,329
2209;2011-11-16 00:00:00.000;USD;SAR;3,7482
2210;2011-11-16 00:00:00.000;USD;VEB;675,6599
2211;2011-11-17 00:00:00.000;USD;ARS;1,0004
2212;2011-11-17 00:00:00.000;USD;AUD;1,7113
2213;2011-11-17 00:00:00.000;USD;BRL;1,8089
2214;2011-11-17 00:00:00.000;USD;CAD;1,4874
2215;2011-11-17 00:00:00.000;USD;CNY;8,2807
2216;2011-11-17 00:00:00.000;USD;DEM;2,1537
2217;2011-11-17 00:00:00.000;USD;EUR;1,1016
2218;2011-11-17 00:00:00.000;USD;FRF;7,2214
2219;2011-11-17 00:00:00.000;USD;GBP;0,6414
2220;2011-11-17 00:00:00.000;USD;JPY;108,6149
2221;2011-11-17 00:00:00.000;USD;MXN;9,3469
2222;2011-11-17 00:00:00.000;USD;SAR;3,7583
2223;2011-11-17 00:00:00.000;USD;VEB;676,5199
2224;2011-11-18 00:00:00.000;USD;ARS;0,9998
2225;2011-11-18 00:00:00.000;USD;AUD;1,6888
2226;2011-11-18 00:00:00.000;USD;BRL;1,8129
2227;2011-11-18 00:00:00.000;USD;CAD;1,484
2228;2011-11-18 00:00:00.000;USD;CNY;8,2799
2229;2011-11-18 00:00:00.000;USD;DEM;2,1848
2230;2011-11-18 00:00:00.000;USD;EUR;1,1169
2231;2011-11-18 00:00:00.000;USD;FRF;7,3291
2232;2011-11-18 00:00:00.000;USD;GBP;0,6401
2233;2011-11-18 00:00:00.000;USD;JPY;109,104
2234;2011-11-18 00:00:00.000;USD;MXN;9,3879
2235;2011-11-18 00:00:00.000;USD;SAR;3,7475
2236;2011-11-18 00:00:00.000;USD;VEB;676,3999
2237;2011-11-19 00:00:00.000;USD;ARS;1,0004
2238;2011-11-19 00:00:00.000;USD;AUD;1,6931
2239;2011-11-19 00:00:00.000;USD;BRL;1,8149
2240;2011-11-19 00:00:00.000;USD;CAD;1,5022
2241;2011-11-19 00:00:00.000;USD;CNY;8,2812
2242;2011-11-19 00:00:00.000;USD;DEM;2,1977
2243;2011-11-19 00:00:00.000;USD;EUR;1,1243
2244;2011-11-19 00:00:00.000;USD;FRF;7,3689
2245;2011-11-19 00:00:00.000;USD;GBP;0,6492
2246;2011-11-19 00:00:00.000;USD;JPY;108,2189
2247;2011-11-19 00:00:00.000;USD;MXN;9,4299
2248;2011-11-19 00:00:00.000;USD;SAR;3,753
2249;2011-11-19 00:00:00.000;USD;VEB;677,0099
2250;2011-11-20 00:00:00.000;USD;ARS;0,9986
2251;2011-11-20 00:00:00.000;USD;AUD;1,6755
2252;2011-11-20 00:00:00.000;USD;BRL;1,792
2253;2011-11-20 00:00:00.000;USD;CAD;1,4846
2254;2011-11-20 00:00:00.000;USD;CNY;8,2804
2255;2011-11-20 00:00:00.000;USD;DEM;2,1781
2256;2011-11-20 00:00:00.000;USD;EUR;1,1137
2257;2011-11-20 00:00:00.000;USD;FRF;7,3079
2258;2011-11-20 00:00:00.000;USD;GBP;0,654
2259;2011-11-20 00:00:00.000;USD;JPY;108,547
2260;2011-11-20 00:00:00.000;USD;MXN;9,4659
2261;2011-11-20 00:00:00.000;USD;SAR;3,7498
2262;2011-11-20 00:00:00.000;USD;VEB;677,58
2263;2011-11-21 00:00:00.000;USD;ARS;1,0001
2264;2011-11-21 00:00:00.000;USD;AUD;1,677
2265;2011-11-21 00:00:00.000;USD;BRL;1,802
2266;2011-11-21 00:00:00.000;USD;CAD;1,4953
2267;2011-11-21 00:00:00.000;USD;CNY;8,2809
2268;2011-11-21 00:00:00.000;USD;DEM;2,18
2269;2011-11-21 00:00:00.000;USD;EUR;1,115
2270;2011-11-21 00:00:00.000;USD;FRF;7,3106
2271;2011-11-21 00:00:00.000;USD;GBP;0,6542
2272;2011-11-21 00:00:00.000;USD;JPY;109,015
2273;2011-11-21 00:00:00.000;USD;MXN;9,47
2274;2011-11-21 00:00:00.000;USD;SAR;3,7538
2275;2011-11-21 00:00:00.000;USD;VEB;677,74
2276;2011-11-22 00:00:00.000;USD;ARS;0,9983
2277;2011-11-22 00:00:00.000;USD;AUD;1,6757
2278;2011-11-22 00:00:00.000;USD;BRL;1,8009
2279;2011-11-22 00:00:00.000;USD;CAD;1,4892
2280;2011-11-22 00:00:00.000;USD;CNY;8,28
2281;2011-11-22 00:00:00.000;USD;DEM;2,1802
2282;2011-11-22 00:00:00.000;USD;EUR;1,1141
2283;2011-11-22 00:00:00.000;USD;FRF;7,3132
2284;2011-11-22 00:00:00.000;USD;GBP;0,6543
2285;2011-11-22 00:00:00.000;USD;JPY;108,571
2286;2011-11-22 00:00:00.000;USD;MXN;9,4619
2287;2011-11-22 00:00:00.000;USD;SAR;3,7467
2288;2011-11-22 00:00:00.000;USD;VEB;677,58
2289;2011-11-23 00:00:00.000;USD;ARS;1,0004
2290;2011-11-23 00:00:00.000;USD;AUD;1,7178
2291;2011-11-23 00:00:00.000;USD;BRL;1,8089
2292;2011-11-23 00:00:00.000;USD;CAD;1,4942
2293;2011-11-23 00:00:00.000;USD;CNY;8,281
2294;2011-11-23 00:00:00.000;USD;DEM;2,1778
2295;2011-11-23 00:00:00.000;USD;EUR;1,1135
2296;2011-11-23 00:00:00.000;USD;FRF;7,3026
2297;2011-11-23 00:00:00.000;USD;GBP;0,6532
2298;2011-11-23 00:00:00.000;USD;JPY;109,2159
2299;2011-11-23 00:00:00.000;USD;MXN;9,493
2300;2011-11-23 00:00:00.000;USD;SAR;3,7595
2301;2011-11-23 00:00:00.000;USD;VEB;677,73
2302;2011-11-24 00:00:00.000;USD;ARS;0,9991
2303;2011-11-24 00:00:00.000;USD;AUD;1,7129
2304;2011-11-24 00:00:00.000;USD;BRL;1,804
2305;2011-11-24 00:00:00.000;USD;CAD;1,4823
2306;2011-11-24 00:00:00.000;USD;CNY;8,2788
2307;2011-11-24 00:00:00.000;USD;DEM;2,1551
2308;2011-11-24 00:00:00.000;USD;EUR;1,102
2309;2011-11-24 00:00:00.000;USD;FRF;7,2295
2310;2011-11-24 00:00:00.000;USD;GBP;0,6529
2311;2011-11-24 00:00:00.000;USD;JPY;109,20
2312;2011-11-24 00:00:00.000;USD;MXN;9,522
2313;2011-11-24 00:00:00.000;USD;SAR;3,741
2314;2011-11-24 00:00:00.000;USD;VEB;677,6599
2315;2011-11-25 00:00:00.000;USD;ARS;1,0004
2316;2011-11-25 00:00:00.000;USD;AUD;1,7205
2317;2011-11-25 00:00:00.000;USD;BRL;1,826
2318;2011-11-25 00:00:00.000;USD;CAD;1,4973
2319;2011-11-25 00:00:00.000;USD;CNY;8,2796
2320;2011-11-25 00:00:00.000;USD;DEM;2,1575
2321;2011-11-25 00:00:00.000;USD;EUR;1,1039
2322;2011-11-25 00:00:00.000;USD;FRF;7,2355
2323;2011-11-25 00:00:00.000;USD;GBP;0,6629
2324;2011-11-25 00:00:00.000;USD;JPY;109,64
2325;2011-11-25 00:00:00.000;USD;MXN;9,634
2326;2011-11-25 00:00:00.000;USD;SAR;3,7582
2327;2011-11-25 00:00:00.000;USD;VEB;678,0499
2328;2011-11-26 00:00:00.000;USD;ARS;0,9998
2329;2011-11-26 00:00:00.000;USD;AUD;1,7237
2330;2011-11-26 00:00:00.000;USD;BRL;1,8149
2331;2011-11-26 00:00:00.000;USD;CAD;1,4866
2332;2011-11-26 00:00:00.000;USD;CNY;8,2781
2333;2011-11-26 00:00:00.000;USD;DEM;2,1699
2334;2011-11-26 00:00:00.000;USD;EUR;1,1089
2335;2011-11-26 00:00:00.000;USD;FRF;7,2781
2336;2011-11-26 00:00:00.000;USD;GBP;0,664
2337;2011-11-26 00:00:00.000;USD;JPY;108,546
2338;2011-11-26 00:00:00.000;USD;MXN;9,5719
2339;2011-11-26 00:00:00.000;USD;SAR;3,742
2340;2011-11-26 00:00:00.000;USD;VEB;679,20
2341;2011-11-27 00:00:00.000;USD;ARS;1,0002
2342;2011-11-27 00:00:00.000;USD;AUD;1,7254
2343;2011-11-27 00:00:00.000;USD;BRL;1,841
2344;2011-11-27 00:00:00.000;USD;CAD;1,4882
2345;2011-11-27 00:00:00.000;USD;CNY;8,2794
2346;2011-11-27 00:00:00.000;USD;DEM;2,1286
2347;2011-11-27 00:00:00.000;USD;EUR;1,0882
2348;2011-11-27 00:00:00.000;USD;FRF;7,1383
2349;2011-11-27 00:00:00.000;USD;GBP;0,6596
2350;2011-11-27 00:00:00.000;USD;JPY;108,674
2351;2011-11-27 00:00:00.000;USD;MXN;9,598
2352;2011-11-27 00:00:00.000;USD;SAR;3,758
2353;2011-11-27 00:00:00.000;USD;VEB;679,4199
2354;2011-11-28 00:00:00.000;USD;ARS;0,9991
2355;2011-11-28 00:00:00.000;USD;AUD;1,7239
2356;2011-11-28 00:00:00.000;USD;BRL;1,834
2357;2011-11-28 00:00:00.000;USD;CAD;1,4785
2358;2011-11-28 00:00:00.000;USD;CNY;8,2779
2359;2011-11-28 00:00:00.000;USD;DEM;2,1267
2360;2011-11-28 00:00:00.000;USD;EUR;1,0867
2361;2011-11-28 00:00:00.000;USD;FRF;7,1338
2362;2011-11-28 00:00:00.000;USD;GBP;0,6571
